,successful_utilization
111,0.017682439752598526
112,0.002838417059939577
113,0.023726647177650537
114,0.04566750793701134
115,0.06690031893924381
116,0.02218851462244016
117,0.02477928258370589
118,0.053233055732113566
119,0.029605372777256223
120,0.01648871171215828
121,0.010987903666189777
122,0.01268227013020963
123,0.0686386598451969
124,0.009167223643555551
125,0.007451987015769261
126,0.12620011716440155
127,0.020679070937453498
128,0.0017647888992571442
129,0.019495328783437016
130,0.010743181953369194
131,0.020249173233597526
132,0.033974750120741706
133,0.01454668139566316
134,0.02805390874876125
135,0.04630054868043301
136,0.005297624612821121
137,0.022714592073883946
138,0.014177127180318244
139,0.0015854857486141544
140,0.009483209148754973
141,0.053128201103744194
142,0.006888527884032006
143,0.01075400182074547
144,0.015380362793575068
145,0.05521838732997897
146,0.08043881994862095
147,0.010345244031199512
148,0.027535788297578023
149,0.020932569465347148
150,0.032695674840623024
151,0.025674518183831985
152,0.0045033346732661905
153,0.024555536477037482
154,0.009625316213584291
155,0.011020926024262676
156,0.04057265388661703
157,0.007482757304474889
158,0.11897676014619643
159,0.030862823815126186
160,0.024668704294541897
161,0.002443817325980188
162,0.0017446132530205827
163,0.0008495630305027022
164,0.03224170454130622
165,0.02776839296978237
166,0.00794502566578123
167,0.003876104301363384
168,0.01015058676755523
169,0.00874402399584455
170,0.03334648356209058
171,0.012250040623030284
172,0.011980949747996392
173,0.0066590863082412605
174,0.06001828968780762
175,0.05111306169549623
176,0.00674408727235782
177,0.02535260188017984
178,0.00017889598293512055
179,0.023204306075165257
180,0.0952790644591773
181,0.01812947791296335
182,0.019311332893704167
183,0.027614880756290233
184,0.0994440328798615
185,0.02406607715207708
186,0.04705397475426068
187,0.03634298451810307
188,0.0038487208928594946
189,0.007168980730895974
190,0.01893489205531107
191,0.03807969443434922
192,0.013202483873789216
193,0.06535546603537792
194,0.032006745076756216
195,0.005084282568008511
196,0.06575705900137763
197,0.04448703280764778
198,0.06618245179585003
199,0.019635839322009047
200,0.013756875043832495
201,0.013015052396766036
202,0.037825574597085604
203,0.058986141023087385
204,0.010332816234267649
205,0.030532319266377228
206,0.002073185085294346
207,0.006571687686363938
208,0.021037444846729807
209,0.0760784208637856
210,0.05567069780407849
211,0.01979447734534656
212,0.04324599522437027
213,0.055898833708779475
214,0.002713729546827977
215,0.01865203072944771
216,0.00912795586053436
217,0.018783353631713157
218,0.08479554896951108
219,0.04365552441222123
220,0.05280570384692347
221,0.012930507246990242
222,0.08384398453961733
223,0.008166544552488955
224,0.005081945152703743
225,0.015203164783783876
226,0.01074663976402962
227,0.010483223836564623
228,0.013959566010380224
229,0.016860981338881517
230,0.006872175789139907
231,0.010661731854321163
232,0.0084113566464862
233,0.04568892507828479
234,0.01375933867620583
235,0.01247381772243955
236,0.01487324692101169
237,0.003057330766747343
238,0.03263607328849877
239,0.011568600359191918
240,0.020254128550203337
241,0.03113805220323787
242,0.05743492497119282
243,0.08518571031516586
244,-0.009520085335187445
245,0.023291771991588883
246,0.009772251789297179
247,0.027563912050825173
248,0.011539549984215455
249,0.009305173518123572
250,0.04702731236116958
251,0.011451974117447458
252,0.033087369387585594
253,0.08950506289386545
254,0.010313148875892755
255,0.021259705374529494
256,0.026201018089461875
257,0.03047634667241078
258,0.01647298347607612
259,0.025892753967563353
260,0.10519328341478791
261,0.025326659346533303
262,0.021951765515325627
263,0.01904192194887347
264,0.0012603984194783716
265,0.01846911930838803
266,0.052994524970822035
267,0.0010346999963521814
268,0.01857461184609685
269,0.021620715785019284
270,0.016109643061757772
271,0.01551923962492674
272,0.043943628299215276
273,0.011529222344792055
274,0.01232967848330048
275,0.0028793886178977712
276,0.046076661941985786
277,0.0037107912140685734
278,0.04122100382684858
279,0.005133888419044497
280,0.057999652076343694
281,0.012008058320828074
282,0.07889036084656426
283,0.047816930460373844
284,0.06349840856677405
285,0.015020476261931051
286,0.006574042126614055
287,0.011790568581898711
288,0.02513787326202717
289,0.015462975490201952
290,0.046655652420269894
291,0.13094043974179648
292,0.05689038845456605
293,0.01800961064337868
294,0.0032004166149026333
295,0.00572824524425089
296,0.017486385838932472
297,0.004674890154826576
298,0.03872031588094829
299,0.0024725113756047523
300,0.07085741452644403
301,0.03994205595337953
302,0.001632116965541587
303,0.025001723718595117
304,0.008403488574294654
305,0.05250422288249898
306,0.003626336310673779
307,0.023936738871682656
308,0.01581991084760352
309,0.018058271598104414
310,0.007388183144163993
311,0.006772723956537892
312,0.01372681711627119
313,0.00699847715813199
314,0.027910924889984035
315,0.029810460642281364
316,0.023599896748873084
317,0.0195349172972136
318,0.030510322241316334
319,0.00337015072915927
320,0.0066057096862839615
321,0.017986685079774536
322,0.01309282627358234
323,0.00043230562212853707
324,0.006624928023909342
325,0.0018221589743469407
326,0.0008476727818001878
327,0.005930737083345662
328,0.03283049203760352
329,0.055072528611814164
330,0.0019093890809222386
331,0.014430628472496598
332,0.026327024735780025
333,0.036885470754411565
334,0.001982357980667329
335,0.008337714829378035
336,0.006105153552636369
337,0.005665447722501771
338,0.011373498557510853
339,0.10213234971443116
340,0.009254361777972085
341,0.05653416689668818
342,0.09105317208213301
343,0.024821398744552053
344,0.026093400478918657
345,0.005004004439787636
346,0.018532216665289966
347,0.05359952188866274
348,0.048494413406884505
349,0.09484827957366063
350,0.08704787326609445
351,0.00149202307534195
352,0.06388237270555593
353,0.014425920360878391
354,0.01396607547073539
355,0.030568561180986553
356,0.052843865032001114
357,0.01832970941469051
358,0.037323474830620484
359,0.041747333701278255
360,0.0018193897865564149
361,0.03500504729638694
362,0.09640358528308696
363,0.012286503006530447
364,0.0022898537610026304
365,0.06036156340456991
366,0.015627108174716825
367,0.00883306436135052
368,0.01635392427051202
369,0.03512542344187372
370,0.0066577276182366515
371,0.001388672804945229
372,0.015895247132548543
373,0.04698583780876364
374,0.007048358980583494
375,0.02437274053034462
376,0.0036694312671943577
377,0.007054010010712215
378,0.02543263192478895
379,0.003414190187155497
380,0.07456505612659017
381,0.027547290991004975
382,0.001216026760821741
383,0.0815594180393584
384,0.028127933965199775
385,0.013522798077052187
386,0.01207266798873554
387,0.005055067827822252
388,0.09445018181967826
389,0.13664057982046285
390,0.004876138296414784
391,0.06671379533829619
392,0.0710360054157508
393,0.019352296681552986
394,0.10593089028009464
395,0.020877574222673112
396,0.002374065599114003
397,0.01765330207121381
398,0.04504065725292024
399,0.008931493471338814
400,0.02567644287012938
401,0.0459074485379839
402,0.055688882698777975
403,0.055390232445723345
404,0.05925161392127913
405,0.017646852196232923
406,0.0026537312792696485
407,0.07327433428875058
408,0.004132760402284094
409,0.027623295926663405
410,0.005179382556289545
411,0.006033711833483939
412,0.038485713049503656
413,0.029241711517727476
414,0.04620926126068674
415,0.05111283517132373
416,0.00892560392787281
417,0.029432500135517466
418,0.013286304478608776
419,0.1492905983133405
420,0.021679855526546915
421,0.008759869335238639
422,0.019358488600442744
423,0.05229368695256442
424,0.03207051239789441
425,0.04316510987518368
426,0.00990460661173339
427,0.013389115040485788
428,0.042303733535862365
429,0.11079081262951301
430,0.02925927321008199
431,0.02017272026404293
432,0.027854759417390948
433,0.012915421414070809
434,0.010533074944563348
435,0.010304629465809269
436,0.05718637623959637
437,0.047817246403771635
438,0.11117390497761481
439,0.0062298220446836
440,0.005627332574453636
441,0.008207880440848428
442,0.003516576087256605
443,0.06135245646794385
444,0.0776110572374511
445,0.001231420352096911
446,0.09949103916133803
447,0.028926745454903563
448,0.03905477593057324
449,0.02265812162019913
450,0.0074010735937696664
451,0.03722009711307128
452,0.001271436138241759
453,0.007327941753554709
454,0.06367773289215252
455,0.00036909119244795535
456,0.011518179456965212
457,0.005015919459210136
458,0.018409023198198593
459,0.014343579581428956
460,0.014466365989990598
461,0.010532954252036125
462,0.08810415388938299
463,0.033764599887835756
464,0.024452249508948254
465,0.016138085126083376
466,0.028071487119796873
467,0.010143467101677753
468,0.0024090462368695498
469,0.0728384111945293
470,0.03773783411314849
471,0.012055176453715122
472,0.04996016946698201
473,0.014025944830564616
474,0.001772723129954884
475,0.005286185384893824
476,0.012040622673370041
477,0.026410079672284953
478,0.055369815340348016
479,0.020907741435703647
480,0.06688927545252682
481,0.022017248785500626
482,0.09566474580579166
483,0.02050025681562219
484,0.0793746217085809
485,0.007965880646886456
486,0.005455508706893146
487,0.004454328158074047
488,0.010891570498538075
489,0.0035662038394132234
490,0.03986635943886259
491,-0.0036316626508743483
492,0.006943365174703266
493,0.0233650230257178
494,0.02717238822184881
495,0.007015228396361199
496,0.015261912603259119
497,0.009446758082385612
498,0.019997109889732717
499,0.009898000375542441
500,0.05474480381180957
501,0.025796543047477846
502,0.008975561382134276
503,0.011454111164258485
504,0.02370798952814057
505,0.03198849445179827
506,0.07252252778537538
507,0.10034355357434199
508,-0.0051255336503744225
509,0.0220207175635935
510,0.06853484079885627
511,0.029463284289248513
512,0.007129781287629172
513,0.01259683520093699
514,0.026252513847654577
515,0.0844942131726838
516,-0.015180670015755321
517,0.015323933244084695
518,0.00487907369175393
519,0.009976520354675292
520,0.03078532001267363
521,0.055629241860031514
522,0.006041319887387327
523,0.010360584871442202
524,0.0024451251284216408
525,0.013292109839673716
526,0.0025228503836026914
527,0.020765098902588874
528,0.0037211952948276866
529,0.00516504155530275
530,0.012952769996448385
531,0.03288235975862966
532,0.015549040143508289
533,0.011293306359462234
534,0.0011635847603820582
535,0.07312448524201651
536,0.023169139938846894
537,0.010322987124308416
538,0.016094923339245712
539,0.020953821480827736
540,0.022907749678295404
541,0.0744963511377984
542,0.025500397514685816
543,0.013476284554944706
544,0.08584395148829288
545,0.008702292174741999
546,0.014634243128698779
547,0.001639886144928264
548,0.007472389488730906
549,0.03443490840832046
550,0.029617916208441133
551,0.01286673456054184
552,0.05020048684141912
553,0.022158383991719183
554,0.059341809558332
555,0.012206488301674645
556,0.07052523794049426
557,0.11504589902265239
558,0.009797681787607947
559,0.007771654030387147
560,0.01362555972877573
561,0.02631504742214308
562,0.015430784207194695
563,0.0013833693841324574
564,0.036687897704052924
565,0.0010946598503930247
566,0.05838377327392058
567,0.0488234344578366
568,0.02715574127134962
569,0.013972858219344499
570,0.002635273646387791
571,0.007805337472668213
572,0.05320351302227411
573,0.01143720043742777
574,0.005075689804500461
575,0.0047954672981458946
576,0.02467705523777715
577,0.002831107160785426
578,0.010530990878185667
579,0.012166503975217215
580,0.018074023744144338
581,0.025626794036862133
582,0.05135894317574989
583,0.010311845494754834
584,0.006339358559141674
585,-0.0044060747752358576
586,0.00605734611888252
587,0.006449849322852481
588,0.02662115863669484
589,0.002410953471060469
590,0.02019448366510561
591,0.012048509412773384
592,0.008378875067271085
593,0.02805583450098055
594,0.03934283712044158
595,0.08540520852679906
596,0.001833099881235735
597,0.032267466120221605
598,0.013297355064512434
599,0.02666424121958272
600,0.01712939844235714
601,0.008923378864739477
602,0.009536244572855658
603,0.005174477801541316
604,0.04998551260074266
605,0.009096237922280065
606,0.008843755484468398
607,0.011638346771037589
608,0.013654858678277176
609,0.02488308117004856
610,0.03830739142512421
611,0.04968343474840761
612,0.08336792257308
613,0.009834203051371955
614,0.049894681279715025
615,0.04104409776956383
616,0.0669827590165333
617,0.02117271789832259
618,0.0640160860823664
619,0.00728609234765374
620,-0.00023728177878395984
621,0.015398062648250194
622,0.08297356591246317
623,0.015940117097298076
624,0.007117269913017657
625,0.10484594790200144
626,0.08283107365485118
627,0.025331884605351074
628,0.0016311681589111088
629,0.01592750481964081
630,0.13368770893624254
631,0.0030124046967040102
632,0.0011136533776529359
633,0.001284325077173222
634,0.05940996223874917
635,0.023899179961169054
636,0.0072795645272262025
637,0.01288349785959969
638,0.053968467563034334
639,0.00654275272139828
640,0.023213749171919762
641,0.041540678897019984
642,0.007600482844874391
643,0.01963089845802235
644,0.008860954125528703
645,0.01385330499345537
646,0.024774866336891244
647,0.008974155197007394
648,0.031229500683679884
649,0.013084345030827747
650,0.014449412212047062
651,0.012080857331772471
652,0.030791030852844875
653,0.007594270144380952
654,0.0026348128939411852
655,0.04429885314461948
656,0.03448255734802505
657,0.0319107095650797
658,0.008272987964726516
659,0.018398982456248603
660,0.040422019968021736
661,0.023647591813918373
662,0.05404690587325195
663,0.08089504289762076
664,0.02431615157545236
665,0.0068961571267675825
666,0.03619028613031182
667,0.009904099985061934
668,0.02033937332105741
669,0.03234279042151872
670,0.03826455025659621
671,0.025566511542258155
672,0.08116167173715025
673,0.056197765117227017
674,0.01930945910461096
675,0.0033868633304522597
676,0.013914621754785375
677,0.00483381129578439
678,0.009077271221065247
679,0.026052914377817815
680,0.03832088166289667
681,0.0191042204050062
682,0.010332598140545823
683,0.007655168865707211
684,0.0016279642070399156
685,0.03763045032877707
686,0.03515341642887358
687,0.00481456774078326
688,0.03434836503436725
689,0.0650744884624495
690,0.015318409385172468
691,0.05838198532946867
692,0.039200064218326086
693,0.011577058341822107
694,0.01965209379233121
695,0.052049472630704724
696,0.04747115807344578
697,0.007115092703688819
698,0.003510494813738954
699,0.0036010262779931287
700,0.04129914138768426
701,0.009769141362248185
702,0.02531089770078819
703,0.03521099019979908
704,0.05358521605431793
705,0.061552440444432394
706,0.03459523452259765
707,-0.0031386292558745477
708,0.0069241959617807325
709,0.007365495717041155
710,0.09472036551205817
711,0.025609610131524546
712,0.11651880599302641
713,0.013299132592170027
714,0.026892861345917743
715,0.06811972902078806
716,0.011901523328876833
717,0.06206073997918811
718,0.012305823089786824
719,0.014930204815705506
720,0.009110478449693864
721,0.0290800454705291
722,-0.02618277024470103
723,0.02520089188773024
724,0.006626635009981251
725,0.01337950761940826
726,0.05202716755095105
727,0.006920244995131004
728,0.01613898457210909
729,0.0023233805011086406
730,0.019421022238692243
731,0.013945214141864469
732,0.09421111702025668
733,0.057115943378030415
734,0.08912570805188721
735,0.02488943633667834
736,0.10873083123209167
737,0.02274778111974099
738,0.017593152767277645
739,0.003926752985762526
740,0.005970289727878601
741,0.020141212740702005
742,0.03314626586020181
743,0.05959716143443583
744,0.03931925893061797
745,0.015212584425649253
746,0.032721224432057314
747,0.024576182267464372
748,0.01343335771466949
749,0.030371677103024117
750,0.01862844534049609
751,0.05660890828685959
752,0.02179969225812531
753,0.012107580305615068
754,0.01809109919112359
755,0.03203025631502307
756,0.008054986664692745
757,0.015758898073654395
758,0.003682702067322012
759,0.01567754316639386
760,0.07625563009099512
761,0.00854790951218605
762,0.01559344844129476
763,0.0023327855795251887
764,0.010185271772960185
765,0.015567079351714447
766,0.07857660715670661
767,0.03823869530185703
768,0.007170138846490828
769,0.03806276209143443
770,0.035681702453770975
771,0.013428032174048414
772,0.06634762618319982
773,0.03586099838281033
774,0.020691819056930294
775,0.023086968056199787
776,0.009246159854409894
777,0.06067023014904693
778,0.02241446154372488
779,0.05134818261339116
780,0.020442350934551504
781,0.0146478211138696
782,0.009906014586948085
783,0.008805143668296975
784,0.06350386057357094
785,0.017648128230968924
786,0.009139753373345473
787,0.010521009048206229
788,0.008632959602424967
789,0.03639868432256955
790,0.06684221026597581
791,0.0013073195016885947
792,0.008186928791354346
793,0.010884524475017407
794,0.015208669826242735
795,0.010865006985699095
796,0.07241831647465544
797,0.029314325446249692
798,0.085380726271689
799,0.030936979118893593
800,0.007122803773106756
801,0.023819610811570607
802,0.03589321657837119
803,0.006284925629222837
804,0.012517414575226524
805,0.09887369643533697
806,0.009238987729868052
807,0.0026056633885382235
808,0.014403161790966554
809,0.01229295130180294
810,0.005222667726590226
811,0.0028590980431087362
812,0.05017676059480895
813,0.011473238004536153
814,0.007475867788960443
815,0.013617415718398806
816,0.016576142576697497
817,0.008424183612393665
818,0.013320247241479524
819,0.006422181613047043
820,0.10839469112610366
821,0.08185605472816736
822,0.005042850995100739
823,0.008790462041265545
824,0.008178835339958841
825,0.0069656650217495494
826,0.08811227609318728
827,0.010429968748372334
828,0.016635082303302795
829,0.030869550759766405
830,0.06599073206704688
831,0.0179059351796549
832,0.10512252090937882
833,0.007849870954863308
834,0.016556062952905473
835,0.06845630134978517
836,0.08312554726342192
837,0.03011080279658504
838,0.008689839329092862
839,0.04813035903815138
840,0.007964434662956724
841,0.05371681306074738
842,0.0036210026047882454
843,-0.0019511414270245997
844,0.031111017457633908
845,0.010864903034537791
846,0.019988596768401146
847,0.1164334006896861
848,0.027437449021747995
849,0.007989035850920388
850,0.007442440643061786
851,0.0740982179243965
852,0.07454756343729312
853,0.01629813809869267
854,0.014482258828536654
855,0.019515357555303203
856,0.03333679975283069
857,0.06386347801001868
858,0.04824920514335458
859,0.03556471257893555
860,0.013074455481882505
861,0.014317511145514175
862,0.030170757401246306
863,0.027166853180045816
864,0.09748874156016621
865,0.010089008667454685
866,0.09837377279511794
867,0.012132166020730188
868,0.07050179892322983
869,0.021530336343969655
870,0.011896725509542572
871,0.018326066131560695
872,0.0461503461244237
873,0.0609775869022537
874,0.013913789884687014
875,0.017731246489670074
876,0.04781746497455819
877,0.0113884338913509
878,0.02059699502048061
879,0.008398549175042215
880,0.008373485301100797
881,0.014447660629481829
882,0.0076426538203621455
883,0.01690250502002881
884,0.01198329406372138
885,0.006079655908048265
886,0.05050258006358388
887,0.031380894375764315
888,0.006475281907756245
889,0.023510526954133512
890,0.0031514716612582733
891,0.0036125339823494737
892,0.017143579937423173
893,0.021748549955864116
894,0.10713522203112835
895,0.009563811904477824
896,0.02751776074823109
897,0.010500814280316031
898,0.004128869694724077
899,0.00967388234315681
900,0.030033325354130794
901,0.013552432820354343
902,0.021407259610000617
903,0.006549731760291916
904,0.011610778514062656
905,0.02570098045652941
906,0.01979189927013192
907,0.002078511194628256
908,0.024321149530141903
909,0.003343026682992696
910,0.00291248856024854
911,0.007020961423945753
912,0.015725483717967767
913,0.04732506974782544
914,0.022013004203696687
915,0.005997644099495242
916,0.008982558133359471
917,0.004120492580873408
918,0.026100825560062962
919,0.005246797418305617
920,0.010711813604390392
921,0.014143920943800278
922,-6.676219757584256e-08
923,0.008301028603732004
924,0.024093320400138396
925,0.014094391811554023
926,0.03404867135436884
927,0.0052475827583572734
928,0.015468624899753917
929,0.0646715313490716
930,-0.004008968388323417
931,0.03387305639374148
932,0.002325741043606361
933,0.00970159482467075
934,0.00968125112754175
935,0.007550432799429678
936,0.026910932478048613
937,0.029055785187647593
938,0.05209232613702747
939,0.05069863119434692
940,0.008779777897837127
941,0.01262828319813264
942,0.01763999308995455
943,0.011007115859549055
944,0.01018846656278806
945,0.03119365222717871
946,0.06406877134597946
947,0.006717174370422879
948,0.017501550783924236
949,0.016277653635314485
950,0.08391348390597403
951,0.0006295021787116745
952,0.05322721552306975
953,0.06016756121083211
954,-0.06306960013000226
955,0.06159853550712352
956,0.013070633751183058
957,0.004176310051237281
958,0.02072935415861106
959,0.02418817780275731
960,0.007884985941564546
961,0.027552078013552472
962,0.1332977619540925
963,0.06486846679354603
964,0.044067594981797575
965,0.0015062800361287654
966,0.0569779605520786
967,0.02411924876055338
968,0.026655725237304598
969,0.025587356418790355
970,0.022691194416619473
971,0.11223812238569177
972,0.018553043293251956
973,0.06396411718421814
974,0.015757381406838772
975,0.021506578324379508
976,0.057665560956984774
977,0.01376462310876074
978,0.009004452409709228
979,0.03310802935158974
980,0.00201073848769643
981,0.05259915282284777
982,0.012837833184248817
983,0.05605020800381627
984,0.01587175010977395
985,0.02986283617929386
986,0.021872136164141298
987,0.006281466301528267
988,0.02102838376388226
989,0.00504321477830922
990,0.0011483375830558806
991,0.009878463688704583
992,0.01667128484433608
993,0.012745844870596379
994,0.003810775878093385
995,0.008831364676559851
996,0.006792244265533244
997,0.017329272404198154
998,0.016842132798732375
999,0.011169691988576369
1000,0.03354657077659093
1001,0.04412522048650398
1002,0.03902417954077578
1003,0.007865651716403077
1004,0.01454700781990581
1005,0.018848803813176815
1006,0.07063975914840856
1007,0.055622572103150025
1008,0.03652705981393617
1009,0.023546680657684615
1010,0.04445006012998706
1011,0.014553415884472967
1012,0.01843780057585695
1013,0.007103339388477889
1014,0.07509208649481554
1015,-0.01264225594044023
1016,0.001446653540801146
1017,0.008592052877770665
1018,0.028284100493055325
1019,0.03284185089216765
1020,0.08036082662698396
1021,0.004392623846635968
1022,4.861659203492241e-05
1023,0.003223335810926639
1024,0.01313501674849197
1025,0.07886432272479961
1026,0.059187026453146246
1027,0.025775936477546293
1028,0.053014727417647386
1029,0.06198894804819956
1030,0.007996834764959965
1031,0.06522440018320086
1032,0.01637414698405741
1033,0.0467740885635726
1034,0.022391171047544345
1035,0.020875183978916988
1036,0.012937050044431221
1037,0.02934839034935588
1038,0.005273948119262635
1039,0.011840571807153394
1040,0.006137465482431839
1041,0.002461373691735262
1042,0.08684004088262855
1043,0.012540439923220278
1044,0.004195545412965421
1045,0.029334901050369885
1046,0.020035252035798853
1047,0.012920157092321999
1048,0.004280559224858052
1049,0.010448109681644585
1050,0.021208839613204244
1051,0.008843293739584271
1052,0.02655260056901776
1053,0.009685322326183403
1054,0.015330633349150913
1055,0.017807829603869646
1056,0.088951123538423
1057,0.024408794113755662
1058,0.018645639476082665
1059,0.031935392760883946
1060,0.011429405232349907
1061,0.011855872569089543
1062,0.031993003147841106
1063,0.09855587502035193
1064,0.03208823039461359
1065,0.025982461697029946
1066,0.07070821522355347
1067,0.029018752985513097
1068,0.041849989821482775
1069,0.004074594004575813
1070,0.06680547496950645
1071,0.02325241577953436
1072,0.03385721589096531
1073,0.002052610328354701
1074,0.022612799041912518
1075,0.08715388173479033
1076,0.009381152236004123
1077,0.0008339467761334166
1078,0.06364775928061853
1079,0.010603268833520377
1080,0.022028767295946244
1081,0.007439327076906352
1082,0.0492078532707676
1083,0.06695506535215073
1084,0.15905427740293857
1085,0.04943976604807772
1086,0.009683954277283725
1087,0.03995335126606728
1088,0.021016758165969013
1089,0.009041380917791539
1090,0.0008948440683947956
1091,0.0027886776182754966
1092,0.008753663459578238
1093,0.02295975386470525
1094,0.007476133073928498
1095,0.006992431153106264
1096,0.018495291111616546
1097,0.02137807141657566
1098,0.01155703070779171
1099,0.0483361044943203
1100,0.10280521051429661
1101,0.0341738779758079
1102,0.027025949596512222
1103,0.01155201230029785
1104,-0.005972422422669363
1105,0.08123842863424255
1106,0.0009008896776770484
1107,0.04421179647142559
1108,0.012155004903189048
1109,0.017747708436252688
1110,0.07450925214992915
1111,0.0036802558717526704
1112,0.012812935182566793
1113,0.013843535636505866
1114,0.022058944577306283
1115,0.0031266273092634134
1116,0.01700482461124668
1117,0.01054327218630946
1118,0.005162348680959217
1119,0.0316144461514762
1120,0.015551999644566161
1121,0.09418046936411052
1122,0.008058456473548713
1123,0.008075447129559557
1124,0.029333945664763827
1125,0.01733873677321411
1126,0.0191921115397616
1127,0.02157226492279922
1128,0.005973470917262962
1129,0.009814503723806281
1130,0.054271295033764155
1131,0.017906714565177964
1132,0.07045100754398939
1133,0.043951708746346047
1134,0.018106754081065164
1135,0.0035905547521039166
1136,0.009727384804660746
1137,0.03166988391882601
1138,0.003399449511148206
1139,0.061039427937779306
1140,0.0012132075667178263
1141,0.04324658045583814
1142,0.07733186513436548
1143,0.005152199641290732
1144,0.019316506996241697
1145,0.001098257489452109
1146,0.016660177434844284
1147,0.022916793469027474
1148,0.03882858152156865
1149,0.008230998926195485
1150,0.05918156809898681
1151,0.002337931523901375
1152,0.038598989087172644
1153,0.054263260349081216
1154,0.047352140941505305
1155,0.012260788124247107
1156,0.010662118298541794
1157,0.02376899003073324
1158,0.006687876141668714
1159,0.02872870805695303
1160,0.017866228594988237
1161,0.020487849993094054
1162,0.005886876258985457
1163,0.02296713340027376
1164,0.004739109048337305
1165,0.01982353840527161
1166,0.0619887022139502
1167,0.0021759303688436496
1168,0.001641184816868084
1169,0.05165793506848548
1170,0.002860954412087696
1171,0.06739697422832203
1172,0.018508616210574216
1173,0.021354131129384238
1174,0.06808512453852633
1175,0.02364536424181206
1176,0.01596836924790171
1177,0.011030969476439514
1178,0.018534195235844556
1179,0.002944639165784635
1180,0.008485128389500829
1181,0.016629386724203263
1182,0.006639139151966893
1183,0.008490211644484935
1184,0.004083533639327494
1185,0.00811092118866219
1186,0.0012997981447488288
1187,0.0005817833628172925
1188,0.015690058982512092
1189,0.0019705102628240836
1190,0.015223950092411578
1191,0.01390147278990922
1192,-0.015436204566707634
1193,0.014635609494515596
1194,0.0027609937918059504
1195,0.0015424451670555672
1196,0.030461306905631272
1197,0.014464633531836454
1198,0.024651314182135092
1199,0.04045243168689261
1200,0.06170935535980643
1201,0.08071005935736564
1202,0.013523788395608721
1203,0.09183437795586166
1204,0.028838041124457703
1205,0.007153226033253343
1206,0.1074451331004603
1207,0.005663807857985842
1208,0.07426106026013941
1209,0.008009511075860343
1210,0.08567492938333923
1211,0.01683185641240971
1212,0.013012360810746096
1213,0.005944226427690581
1214,0.015429641110190212
1215,0.016369720777117
1216,0.037250336011183896
1217,0.08370554894244087
1218,0.006526406594387253
1219,0.012930666601313333
1220,0.003459086261465752
1221,0.007120166964199551
1222,0.05274164005745888
1223,0.002732837571758885
1224,0.013092852072208186
1225,0.05895232104360881
1226,0.02088052437797301
1227,0.08151446091905296
1228,0.011434809790645803
1229,0.06661028750669366
1230,0.004927896214330735
1231,0.007184513539743198
1232,0.01378639565544873
1233,0.05131210531166479
1234,0.0011812786317544552
1235,0.016180426972455565
1236,0.045544398324437935
1237,0.017704693852359094
1238,0.003257920352443669
1239,0.011385883498248872
